PassengerId,Survived,Pclass,SibSp,Parch,Ticket,Fare,Embarked,Deck
685,0,2,1,1,240,39.0,2,2
686,0,2,1,2,634,41.5792,0,2
687,0,3,4,1,249,39.6875,2,2
688,0,3,0,0,372,10.1708,2,2
689,0,3,0,0,403,7.7958,2,2
690,1,1,0,1,141,211.3375,2,1
691,1,1,1,0,89,57.0,2,1
692,1,3,0,1,393,13.4167,0,2
693,1,3,0,0,80,56.4958,2,2
694,0,3,0,0,200,7.225,0,2
695,0,1,0,0,48,26.55,2,2
696,0,2,0,0,156,13.5,2,2
697,0,3,0,0,425,8.05,2,2
698,1,3,0,0,419,7.7333,1,2
699,0,1,1,1,83,110.8833,0,2
700,0,3,0,0,346,7.65,2,5
701,1,1,1,0,610,227.525,0,2
702,1,1,0,0,579,26.2875,2,4
703,0,3,0,1,211,14.4542,0,2
704,0,3,0,0,449,7.7417,1,2
705,0,3,1,0,398,7.8542,2,2
706,0,2,0,0,170,26.0,2,2
707,1,2,0,0,108,13.5,2,2
708,1,1,0,0,580,26.2875,2,4
709,1,1,0,0,37,151.55,2,2
710,1,3,1,1,189,15.2458,0,2
711,1,1,0,0,582,49.5042,0,2
712,0,1,0,0,19,26.55,2,2
713,1,1,1,0,99,52.0,2,2
714,0,3,0,0,506,9.4833,2,2
715,0,2,0,0,164,13.0,2,2
716,0,3,0,0,348,7.65,2,5
717,1,1,0,0,610,227.525,0,2
718,1,2,0,0,293,10.5,2,4
719,0,3,0,0,440,15.5,1,2
720,0,3,0,0,319,7.775,2,2
721,1,2,0,1,155,33.0,2,2
722,0,3,1,0,408,7.0542,2,2
723,0,2,0,0,65,13.0,2,2
724,0,2,0,0,161,13.0,2,2
725,1,1,1,0,51,53.1,2,4
726,0,3,0,0,266,8.6625,2,2
727,1,2,3,0,252,21.0,2,2
728,1,3,0,0,451,7.7375,1,2
729,0,2,1,0,127,26.0,2,2
730,0,3,1,0,667,7.925,2,2
731,1,1,0,0,141,211.3375,2,1
732,0,3,0,0,216,18.7875,0,2
733,0,2,0,0,137,0.0,2,2
734,0,2,0,0,228,13.0,2,2
735,0,2,0,0,119,13.0,2,2
736,0,3,0,0,495,16.1,2,2
737,0,3,1,3,676,34.375,2,2
738,1,1,0,0,608,512.3292,0,1
739,0,3,0,0,349,7.8958,2,2
740,0,3,0,0,364,7.8958,2,2
741,1,1,0,0,82,30.0,2,3
742,0,1,1,0,91,78.85,2,2
743,1,1,2,2,602,262.375,0,1
744,0,3,1,0,477,16.1,2,2
745,1,3,0,0,662,7.925,2,2
746,0,1,1,1,680,71.0,2,1
747,0,3,1,1,551,20.25,2,2
748,1,2,0,0,165,13.0,2,2
749,0,1,1,0,35,53.1,2,3
750,0,3,0,0,287,7.75,1,2
751,1,2,1,1,234,23.0,2,2
752,1,3,0,1,486,12.475,2,4
753,0,3,0,0,312,9.5,2,2
754,0,3,0,0,351,7.8958,2,2
755,1,2,1,2,106,65.0,2,2
756,1,2,1,1,166,14.5,2,2
757,0,3,0,0,404,7.7958,2,2
758,0,2,0,0,238,11.5,2,2
759,0,3,0,0,424,8.05,2,2
760,1,1,0,0,0,86.5,2,1
761,0,3,0,0,420,14.5,2,2
762,0,3,0,0,646,7.125,2,2
763,1,3,0,0,191,7.2292,0,2
764,1,1,1,2,33,120.0,2,1
765,0,3,0,0,327,7.775,2,2
766,1,1,1,0,71,77.9583,2,3
767,0,1,0,0,18,39.6,0,2
768,0,3,0,0,436,7.75,1,2
769,0,3,1,0,469,24.15,1,2
770,0,3,0,0,511,8.3625,2,2
771,0,3,0,0,313,9.5,2,2
772,0,3,0,0,407,7.8542,2,2
773,0,2,0,0,619,10.5,2,4
774,0,3,0,0,201,7.225,0,2
775,1,2,1,3,236,23.0,2,2
776,0,3,0,0,330,7.75,2,2
777,0,3,0,0,481,7.75,1,5
778,1,3,0,0,432,12.475,2,2
779,0,3,0,0,450,7.7375,1,2
780,1,1,0,1,141,211.3375,2,1
781,1,3,0,0,208,7.2292,0,2
782,1,1,1,0,89,57.0,2,1
783,0,1,0,0,26,30.0,2,3
784,0,3,1,2,675,23.45,2,2
785,0,3,0,0,643,7.05,2,2
786,0,3,0,0,474,7.25,2,2
787,1,3,0,0,243,7.4958,2,2
788,0,3,4,1,480,29.125,1,2
789,1,3,1,2,548,20.575,2,2
790,0,1,0,0,592,79.2,0,1
791,0,3,0,0,66,7.75,1,2
792,0,2,0,0,139,26.0,2,2
793,0,3,8,2,568,69.55,2,2
794,0,1,0,0,597,30.6958,0,2
795,0,3,0,0,350,7.8958,2,2
796,0,2,0,0,223,13.0,2,2
797,1,1,0,0,87,25.9292,2,3
798,1,3,0,0,383,8.6833,2,2
799,0,3,0,0,206,7.2292,0,2
800,0,3,1,1,307,24.15,2,2
801,0,2,0,0,164,13.0,2,2
802,1,2,1,1,556,26.25,2,2
803,1,1,1,2,33,120.0,2,1
804,1,3,0,1,174,8.5167,0,2
805,1,3,0,0,338,6.975,2,2
806,0,3,0,0,320,7.775,2,2
807,0,1,0,0,12,0.0,2,0
808,0,3,0,0,336,7.775,2,2
809,0,2,0,0,154,13.0,2,2
810,1,1,1,0,51,53.1,2,4
811,0,3,0,0,339,7.8875,2,2
812,0,3,0,0,519,24.15,2,2
813,0,2,0,0,222,10.5,2,2
814,0,3,4,2,333,31.275,2,2
815,0,3,0,0,427,8.05,2,2
816,0,1,0,0,15,0.0,2,1
817,0,3,0,0,671,7.925,2,2
818,0,2,1,1,618,37.0042,0,2
819,0,3,0,0,543,6.45,2,2
820,0,3,3,2,337,27.9,2,2
821,1,1,1,1,67,93.5,2,1
822,1,3,0,0,269,8.6625,2,2
823,0,1,0,0,97,0.0,2,2
824,1,3,0,1,486,12.475,2,4
825,0,3,4,1,249,39.6875,2,2
826,0,3,0,0,448,6.95,1,2
827,0,3,0,0,80,56.4958,2,2
828,1,2,0,2,618,37.0042,0,2
829,1,3,0,0,442,7.75,1,2
830,1,1,0,0,32,80.0,2,1
831,1,3,1,0,188,14.4542,0,2
832,1,2,1,1,237,18.75,2,2
833,0,3,0,0,199,7.2292,0,2
834,0,3,0,0,342,7.8542,2,2
835,0,3,0,0,107,8.3,2,2
836,1,1,1,1,609,83.1583,0,4
837,0,3,0,0,268,8.6625,2,2
838,0,3,0,0,485,8.05,2,2
839,1,3,0,0,80,56.4958,2,2
840,1,1,0,0,62,29.7,0,2
841,0,3,0,0,647,7.925,2,2
842,0,2,0,0,619,10.5,2,2
843,1,1,0,0,47,31.0,0,2
844,0,3,0,0,205,6.4375,0,2
845,0,3,0,0,264,8.6625,2,2
846,0,3,0,0,563,7.55,2,2
847,0,3,8,2,568,69.55,2,2
848,0,3,0,0,359,7.8958,0,2
849,0,2,0,1,155,33.0,2,2
850,1,1,1,0,84,89.1042,0,2
851,0,3,4,2,333,31.275,2,2
852,0,3,0,0,317,7.775,2,2
853,0,3,1,1,203,15.2458,0,2
854,1,1,0,1,591,39.4,2,3
855,0,2,1,0,144,26.0,2,2
856,1,3,0,1,484,9.35,2,2
857,1,1,1,1,453,164.8667,2,2
858,1,1,0,0,23,26.55,2,4
859,1,3,0,3,194,19.2583,0,2
860,0,3,0,0,178,7.2292,0,2
861,0,3,2,0,399,14.1083,2,2
862,0,2,1,0,221,11.5,2,2
863,1,1,0,0,88,25.9292,2,3
864,0,3,8,2,568,69.55,2,2
865,0,2,0,0,120,13.0,2,2
866,1,2,0,0,126,13.0,2,2
867,1,2,1,0,632,13.8583,0,2
868,0,1,0,0,590,50.4958,2,0
869,0,3,0,0,309,9.5,2,2
870,1,3,1,1,344,11.1333,2,2
871,0,3,0,0,387,7.8958,2,2
872,1,1,1,1,54,52.5542,2,3
873,0,1,0,0,502,5.0,2,1
874,0,3,0,0,303,9.0,2,2
875,1,2,1,0,575,24.0,0,2
876,1,3,0,0,195,7.225,0,2
877,0,3,0,0,504,9.8458,2,2
878,0,3,0,0,358,7.8958,2,2
879,0,3,0,0,363,7.8958,2,2
880,1,1,0,1,59,83.1583,0,2
881,1,2,0,1,115,26.0,2,2
882,0,3,0,0,394,7.8958,2,2
883,0,3,0,0,508,10.5167,2,2
884,0,2,0,0,565,10.5,2,2
885,0,3,0,0,650,7.05,2,2
886,0,3,0,5,480,29.125,1,2
887,0,2,0,0,101,13.0,2,2
888,1,1,0,0,14,30.0,2,1
889,0,3,1,2,675,23.45,2,2
890,1,1,0,0,8,30.0,0,2
891,0,3,0,0,466,7.75,1,2
